filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
[pia][jaz_blu]1530__1.wav,0.399470389,0.127008334,1750.372096,2601.336792,3657.2358,0.028410805,-236.2161407,159.5296173,-1.681151628,52.09029388,-10.98418236,21.8001442,-0.955965221,4.447229862,-3.253466368,-2.900728941,-0.238207012,-6.843553066,8.764436722,-0.187062144,10.09165573,1.278963923,5.242787838,4.255297661,1.414659977,2.672467947,piano
[pia][cla]1448__2.wav,0.359416872,0.035377633,937.1652968,1132.562314,1785.343644,0.023791928,-363.4673157,242.0032349,-26.35280609,4.894551754,23.38064194,-5.329054356,5.504124165,-2.476865768,-8.099275589,-2.59553194,-4.630335331,-4.49537468,-6.680121422,-6.589463711,-3.077863216,-3.119518995,-2.045569181,-1.425240993,-2.423428535,-1.887705922,piano
[pia][jaz_blu]1484__3.wav,0.230005875,0.039595284,970.8972554,1420.936738,1470.742715,0.030418602,-390.8092957,213.4235687,7.914691448,-8.421916008,10.34990883,6.679944992,-5.530103207,-12.07579899,3.554926872,1.049228549,-5.573873043,-1.173203826,-1.471434116,6.757128716,5.903987885,3.062658787,7.046415806,-0.19452329,0.509586334,0.876711667,piano
[pia][cla]1307__2.wav,0.366328776,0.06092836,954.6944556,1220.516348,1793.491343,0.024883491,-309.5846863,237.8625641,-24.79310417,13.97909069,19.8068924,-4.059699535,6.884309292,-6.633264542,-6.993739128,-1.871930838,-11.39482689,-7.889323235,2.172785044,0.335642338,-0.708436966,2.108118057,1.308784604,1.405982256,0.936534047,-0.256059796,piano
[pia][cla]1456__2.wav,0.449079663,0.054520763,1252.65077,1585.531206,2326.583615,0.033874276,-294.8418274,230.1515198,-37.44474792,18.17000389,-0.947389483,4.399063587,-9.675638199,-1.509803772,-13.11636448,-9.932505608,-9.593058586,-8.728106499,-9.374470711,-14.11739635,-4.949021339,-5.645602226,-2.311647892,-3.167253256,-2.887352705,-6.307540894,piano
[pia][cla]1352__3.wav,0.20683147,0.057713509,786.8206479,756.9816852,1107.754434,0.031955086,-396.7810059,242.0597992,18.29712677,-22.21014214,0.091825165,-9.184659004,-12.82607651,-7.227776527,-7.856067181,-11.10530567,-10.32438183,-9.971606255,-10.6548214,-6.320301533,-3.955986738,-7.608389854,-9.473220825,-8.456586838,-6.817776203,-3.298365355,piano
[pia][jaz_blu]1475__1.wav,0.442314088,0.031896736,834.5022052,1418.588608,1279.77064,0.02093388,-404.6058655,227.9246521,20.90847778,5.532218933,3.203999281,4.645236492,6.995654106,-10.16084671,-4.099420071,-1.229467154,4.308208942,8.195177078,-2.222041607,3.537194729,-1.037554979,-7.534467697,0.977750182,-3.44680357,0.979912817,6.254106045,piano
093__[pia][dru][jaz_blu]1428__1.wav,0.382090449,0.104440093,1726.778761,2648.99163,3567.278558,0.02693842,-236.825592,171.2009125,-4.058928967,43.89670944,-10.26106262,20.77248383,-7.077774525,10.43948746,-1.706846595,0.821149409,0.487627655,-4.135234833,-3.427588701,-9.188978195,-1.231763721,-3.37689805,-0.25198859,-0.962144077,4.195837975,-0.234170094,piano
[pia][cla]1458__3.wav,0.320778012,0.042902105,910.4411979,1023.367763,1713.510874,0.024184061,-356.7897644,247.8938751,-19.55793953,-10.7616787,26.4234066,-2.520187855,-1.797992468,-2.481007814,-10.37056446,-2.707787275,-8.240462303,-16.22395325,-4.984465599,-1.394090056,-6.770708561,0.060591973,3.428648233,-3.070704222,-6.623692036,-8.938724518,piano
[pia][jaz_blu]1359__1.wav,0.287879825,0.039882362,1106.677868,1399.917189,2013.396062,0.02903671,-348.193512,226.3731995,-23.86953926,12.76153946,12.58379459,-12.59391403,-4.204705715,-9.068581581,-1.006972432,-4.806190968,-0.259498686,5.455984592,-3.866075277,6.531610966,2.660103083,-0.353019863,8.693481445,-5.083106995,-4.485017776,-0.017610174,piano
215__[pia][dru][jaz_blu]1432__3.wav,0.343578488,0.091053165,2025.814314,2931.376332,4677.360906,0.031302787,-229.7114563,152.5510864,-12.97257137,57.38954544,-1.128692508,18.28731537,-7.369980812,10.61549759,-6.862603664,4.353641033,-4.262622833,-0.176604673,3.600041866,-3.976423979,4.744626045,-3.52226162,-0.013318655,-4.584572315,-2.471659899,-3.870056868,piano
[pia][jaz_blu]1508__1.wav,0.484731406,0.13131173,2471.649217,3454.32033,6486.898226,0.033267224,-216.8478851,134.0205536,7.378695965,61.20030212,-30.17238998,61.46603394,18.35915184,9.283550262,-6.369617939,-4.084572315,-4.550544739,0.682803214,-6.052591801,-7.534589767,5.749820709,-2.971986055,3.774869442,-7.92650032,-4.26057291,-3.541243315,piano
[pia][cla]1374__3.wav,0.469650447,0.004048481,797.9400654,1995.755612,918.6114337,0.016135904,-635.1288452,221.9924927,76.21427917,15.22993469,-24.03865433,7.302714825,0.834880233,13.22856522,-7.282091618,-1.788267016,-12.47015858,-1.985883474,-3.228901863,3.964464426,4.830935001,2.818956614,1.413213491,-2.423265219,0.141097233,-2.321724653,piano
161__[pia][nod][pop_roc]1441__2.wav,0.303500652,0.088734366,1258.525207,1285.507289,2186.742504,0.043059242,-254.9824371,230.147522,-39.28171539,-17.33243942,14.4557333,-5.264679432,2.071866751,1.066491842,0.342216671,4.604183197,0.206428856,1.252949357,5.264433861,-1.253324509,-9.70639801,-10.22883606,-5.493325233,-0.44756332,1.856409669,4.602181911,piano
137__[pia][nod][cla]1381__1.wav,0.326919585,0.052467316,785.0126886,927.2891672,1360.748786,0.024108651,-365.2571106,253.3584137,-1.292497158,-16.17281723,22.85328865,0.703819811,-6.537692547,-1.560568929,-6.30721283,-6.384013176,-4.906175613,-7.562042236,-8.458456039,-4.291806698,-1.799010515,-3.967235565,-4.109031677,-2.170174122,0.309808284,1.798869133,piano
[pia][jaz_blu]1494__2.wav,0.406143993,0.033738703,1078.070168,1668.920409,1861.998522,0.024195373,-373.9892273,208.2895355,-0.452317178,23.35915565,4.760042667,-2.630639315,3.312619925,-11.53837395,9.272455215,0.770407438,-2.398651361,6.13171196,-8.04292202,4.285027981,0.047355123,-7.955245972,5.405177116,-7.216169357,-3.531044483,4.127481461,piano
[pia][jaz_blu]1516__1.wav,0.42823109,0.115420856,773.5781119,1621.806758,1080.235167,0.015572213,-291.7512207,220.758194,29.77014732,8.011950493,4.749633312,7.811153412,8.683502197,6.699721336,-5.605865955,3.738585234,-1.731527209,-0.756756544,-3.072869539,-4.89977169,-4.727395535,-5.449792862,-6.40739727,-8.282026291,-4.091436863,-3.120341063,piano
[pia][jaz_blu]1467__1.wav,0.269301802,0.04698224,1363.166509,1745.834048,2298.814928,0.039075697,-358.1565857,178.8325043,-10.9537468,-8.427053452,14.07307243,0.527651966,-6.026751041,-12.00199127,-2.292560339,2.81943059,-0.771623373,3.27498436,-6.377205372,-2.799008131,-4.69631052,-2.021996021,2.966782808,4.337274075,5.110749722,7.316657066,piano
[pia][jaz_blu]1336__1.wav,0.385126173,0.060068123,1433.827394,2448.51809,2211.767578,0.025569724,-302.7572327,184.0704346,3.749077082,5.379089355,1.052246332,6.94881773,-10.39196014,-3.400108814,-14.9668541,-7.489674568,-10.30303955,-5.853590965,-9.065617561,-8.525308609,-15.17798901,-13.97016239,-7.922957897,-11.42515564,-6.249524117,-4.412106514,piano
084__[pia][nod][cla]1410__3.wav,0.293047786,0.045143213,904.0075139,1179.342768,1362.494721,0.032219021,-364.9495544,225.5958862,2.014226913,-4.691088676,12.20847225,-11.95724869,-4.817289352,4.164206505,0.635709822,3.053000212,4.717885494,-2.595284224,-9.633575439,-8.010987282,-5.988907337,-6.039321899,-2.900369644,0.542706907,2.119919777,2.005996466,piano
[pia][cla]1562__2.wav,0.307531774,0.065564848,890.3669716,1003.55523,1585.059913,0.02627481,-308.6426392,239.7838745,-12.85336113,-5.989552021,17.76375008,-7.385050297,-6.148444653,-8.630819321,-13.08298111,-7.001777649,-4.344175339,-6.802979946,-4.693840981,-1.004634619,-3.929508924,-5.901559353,-5.969595432,-7.297178745,-6.404528618,-3.906565428,piano
[pia][cla]1305__3.wav,0.293139458,0.026175302,1111.438622,1148.749442,1933.831292,0.043822771,-405.1083374,232.2576294,-25.70661926,-6.013972282,20.5749855,-2.554258108,4.526587963,-0.82397753,-0.933136821,9.669182777,-2.112012863,-11.7885704,-3.307557344,1.57359755,-0.316685975,1.852919459,4.243157387,3.288251162,1.096204519,-2.075360775,piano
125__[pia][nod][cla]1378__1.wav,0.296333432,0.056105498,799.4031065,957.9792465,1356.425517,0.026467106,-365.7784119,244.7797089,2.125268698,-13.4662075,19.70072746,5.030715466,-2.041754723,-4.117673397,-7.141073704,-6.233276844,-5.136087894,-3.597613096,-5.353942871,-5.797517776,-1.76744163,-3.258637905,-5.809325218,-2.898496151,-0.114219107,1.249431372,piano
[pia][jaz_blu]1479__1.wav,0.205453172,0.040269535,1081.999588,1499.194595,1717.584723,0.032366071,-391.6519165,185.695343,13.80030918,-19.43759346,8.031475067,4.852881432,-11.77709007,-10.21675777,-2.13394022,-5.708600998,-8.191321373,-9.056610107,-8.242768288,-0.543256819,0.23152025,2.30533433,9.38136673,6.501545906,3.439855099,2.5680058,piano
[pia][cla]1350__2.wav,0.437415242,0.026280016,512.6119757,1202.251462,678.6700274,0.014278927,-511.4425659,229.4179535,93.67923737,11.87693214,-2.06170249,3.511001825,2.968536377,-0.654554069,-2.157976389,-1.877538919,-1.750064373,-1.840062499,-0.951269805,-0.845148623,-3.681869268,-7.154628754,-7.097727299,-4.103350163,-3.276539803,-5.88229847,piano
[pia][jaz_blu]1328__1.wav,0.272091746,0.04227934,2267.27634,3828.790744,4888.452808,0.030341307,-346.2488708,131.6534424,39.49105453,47.36956024,-10.95453358,5.518012524,-1.456403494,-7.136135101,-16.11736488,-6.705744743,-22.67270851,-13.97431374,-21.21935272,-6.488035679,-1.760487914,10.52743244,7.252098083,5.417479515,-8.956106186,-4.150411129,piano
[pia][jaz_blu]1486__2.wav,0.282955617,0.057795018,1050.545716,1374.356485,1887.023596,0.030740981,-346.3920593,200.2609406,-4.531144142,-4.426495552,26.70370865,5.582834721,-3.452557564,-0.346817791,0.048852161,-0.506874382,0.511832952,-1.248066902,-0.005521325,7.206522465,2.09359169,-2.248137474,2.255403519,-2.243672609,-2.204073668,2.971524239,piano
[pia][jaz_blu]1504__1.wav,0.404257745,0.065560907,1644.178772,2715.645847,3369.322741,0.023906929,-290.2247925,166.906662,-5.162815094,43.36050034,-9.086601257,25.26870155,-4.725676537,7.848759174,6.677227497,3.095966578,1.231811523,2.866218567,2.497566223,5.265433311,2.007744312,1.641364932,3.91913867,3.056980371,3.150496244,4.869042873,piano
220__[pia][nod][cla]1416__1.wav,0.316931576,0.010415869,957.31787,2210.921439,969.4098395,0.02336586,-525.1104126,218.9823303,51.08457947,4.576298237,-8.401182175,1.648002505,-2.37547493,-4.641560078,-3.818655252,1.443530798,1.002267003,-0.880860329,-6.904520512,-6.865652084,-9.436495781,-4.784141064,-4.029541969,1.414227724,-0.18359305,0.078821599,piano
[pia][jaz_blu]1486__3.wav,0.340290874,0.036457289,1057.772205,1636.700742,1775.117451,0.029558926,-391.5139465,196.0337677,1.230773211,2.748865604,21.28555679,6.014111996,2.616853476,3.696920156,9.349830627,7.799726009,7.023648262,1.333419681,-9.135294914,-2.512829542,-1.251352072,0.205906346,8.881816864,1.596785784,1.302091479,4.250556946,piano
[pia][jaz_blu]1300__1.wav,0.319178432,0.062525414,3414.767854,4113.435164,8205.480627,0.062648935,-226.6113892,127.9412994,-2.695353031,47.59323883,-12.64556789,25.54594421,-26.16722488,16.45681572,-13.07935715,2.174567223,-14.47604942,5.802019119,-5.79071188,5.004473686,-0.712943196,2.587757587,-4.429171085,-6.794871807,-8.05939579,-4.150141716,piano
[pia][cla]1305__2.wav,0.42526406,0.012480916,657.4693069,1252.594944,935.8213682,0.018681,-537.5500488,238.7032471,40.73285294,-2.897982121,17.30212402,12.36581326,0.495681226,-3.779589176,-4.592482567,-4.681397915,-3.023713827,-6.222727776,-11.80516243,-8.043450356,-1.429063201,-0.177997008,0.844281971,2.979994059,2.95989871,1.392188191,piano
[pia][pop_roc]1450__1.wav,0.42862758,0.115864582,901.392915,1286.344557,1469.246199,0.02387865,-249.2620697,255.2909088,-16.22197533,4.894274712,8.47328186,-5.399339199,0.052285034,2.404591084,-7.827715874,-6.403423786,-10.08513165,-6.912086964,-2.523611069,-5.382452965,-9.007283211,-2.758414745,0.358923584,-5.487007618,-0.943958223,-0.81340915,piano
[pia][cla]1562__3.wav,0.297630966,0.050252113,854.7857046,948.253861,1426.761772,0.024998492,-350.807373,240.9941864,-6.590656757,-11.86188698,9.850786209,-10.74959278,-7.314034939,-9.387369156,-14.39052677,-8.821405411,-9.182142258,-10.40800095,-8.202957153,-7.597539425,-3.005122185,-1.208946228,-8.637115479,-10.4520998,-4.445054054,-0.069525287,piano
[pia][jaz_blu]1532__1.wav,0.489665806,0.060664546,916.0126696,1587.670983,1663.959565,0.016494103,-357.9643555,179.0932312,22.26739693,17.74824715,24.79428101,10.87344074,4.387795448,8.80357933,9.920238495,7.884616375,2.705792665,-1.42062366,-1.458774924,1.304938674,-0.530050397,2.300907135,4.054367065,1.364630222,0.112494744,3.541148663,piano
084__[pia][nod][cla]1410__2.wav,0.300143123,0.035889648,946.2866488,1234.45798,1470.825855,0.03309001,-384.4830017,235.3119507,-10.1838522,-1.609757185,12.1953125,-10.6960535,-0.73148632,5.90496397,-0.869040549,-1.545892596,-1.90512991,-8.258379936,-7.529183865,-1.493406892,0.339560479,-4.055965424,-6.070423603,-2.590702534,-1.270777345,-3.431436539,piano
[pia][jaz_blu]1363__1.wav,0.338734478,0.078071199,1391.531505,2133.310904,2591.466955,0.02745121,-248.3206635,193.9403076,-11.42821503,33.85296631,-2.254837036,8.675469398,-11.31597042,-4.678111553,-5.715945721,-3.134188175,-2.740786791,-1.47190094,2.972394466,-1.303302288,1.334409952,-2.660226345,-1.32034874,0.89179939,4.983633995,3.219213486,piano
[pia][jaz_blu]1494__3.wav,0.348761201,0.03548855,1095.090712,1633.049777,1864.742135,0.02745498,-368.4294128,201.2172394,5.173298359,17.17333603,2.296746016,-5.963291168,-0.256240159,-12.6725502,3.953650236,-0.305414379,-1.290352583,7.918789864,-2.754299641,6.937765121,3.529149294,-4.932410717,5.066506386,-6.811077595,-5.275840282,1.33496058,piano
161__[pia][nod][pop_roc]1441__3.wav,0.439830601,0.053094242,929.1774855,1292.339875,1531.767314,0.024732671,-340.2608643,234.2344818,3.042266607,-27.68321609,11.62592316,6.715448856,-4.684388638,-3.94856286,-3.392577648,-5.123118401,-7.422825336,-7.417699337,-4.394127846,-3.64680624,-5.507034779,-6.04543066,-4.028321743,-1.881175518,-3.466755152,-5.454987049,piano
[pia][cla]1374__2.wav,0.492128313,0.008482524,665.4840157,1375.948067,955.1097973,0.019144773,-582.4237061,258.5895691,70.54505157,-8.735406876,-26.11958504,12.12282753,2.671453953,4.296043873,-10.62556934,-4.45688343,-9.262059212,-0.026620489,0.572259903,2.347716093,1.924658537,0.428637028,4.484807491,3.983912706,4.629069328,-2.124394417,piano
215__[pia][dru][jaz_blu]1432__2.wav,0.519673645,0.08063592,2044.324726,3037.047264,4939.750053,0.027481374,-249.6277313,141.1178284,-4.526476383,68.57275391,7.982682228,20.69914055,-2.218191385,14.02335835,-0.046133328,7.451722145,-0.361749709,-1.781891584,2.863044977,-5.404051781,-0.223833233,-6.032451153,-2.335468531,-4.619261265,-0.455608249,-0.510186255,piano
196__[pia][nod][pop_roc]1439__1.wav,0.239023179,0.029311394,698.4896566,922.3742148,978.5552154,0.027377685,-455.5608215,220.5301361,58.43750381,-18.39325333,-9.663283348,1.60927844,-7.020397663,-11.32424164,-6.399866104,-3.411706924,-5.119316578,-8.019927025,-8.791222572,-5.882804871,-2.335047483,-2.096050978,-4.277342319,-5.80146265,-5.39454174,-3.887491941,piano
[pia][cla]1458__2.wav,0.224715263,0.046580754,1073.862025,1306.086603,1979.558171,0.026691451,-359.6188354,206.9254913,-19.75173759,7.798749924,19.02439308,-3.047728062,2.752139807,-0.022925124,-9.786229134,-6.648787975,-14.59534359,-8.067937851,1.511517048,-9.432944298,-9.609005928,0.22697778,-3.96348834,-7.962079048,-2.699757338,2.220995665,piano
[pia][jaz_blu]1371__1.wav,0.248477295,0.023004351,1148.269196,1816.14952,1758.573292,0.028893512,-444.4992676,181.5079956,18.36751556,-17.68484688,8.543726921,2.260974169,-14.80559444,-13.18850327,-4.536673069,-2.170863628,-2.982614756,0.141374543,1.904552579,-1.661438346,-3.095244646,-0.157759652,2.529303789,3.031256199,1.780831218,0.375725836,piano
056__[pia][nod][cla]1385__1.wav,0.431153625,0.044540402,890.6351512,1045.008205,1559.9517,0.027468177,-346.0479126,251.299408,-11.28542614,-15.20050335,14.94289207,-0.178359926,3.353644848,3.546198606,-7.672410965,-9.115847588,-5.264966965,-4.793979645,-6.789769173,-6.840277195,-4.844053745,-5.327950001,-4.568581581,-3.434973001,-3.345033407,-0.51998961,piano
[pia][jaz_blu]1520__1.wav,0.392936796,0.046077225,1228.942345,2059.153247,2265.143317,0.022836103,-339.0359192,196.6740723,-10.95485306,31.48652649,5.749220371,8.719526291,16.06860733,-3.046900511,1.339288592,-2.647782326,-3.367993355,0.172288388,-0.491286933,0.818989754,-1.574258327,0.209091365,-0.230842859,1.682680368,3.832663298,-1.139399052,piano
131__[pia][nod][cla]1402__1.wav,0.389139026,0.012162209,815.8455341,1520.675529,1232.962943,0.020068548,-506.6351929,229.1676025,22.99194145,-1.069760919,12.37875175,8.705151558,-4.911996841,-6.969634056,-5.145324707,-4.268023491,-2.151506662,-3.276801109,-2.836799622,-2.015194178,-3.31590271,-5.710558414,-5.394302368,-1.855269194,0.857786059,0.806441724,piano
093__[pia][dru][jaz_blu]1428__2.wav,0.367365927,0.112540014,1691.558922,2507.575514,3338.727302,0.029247858,-224.5441742,178.8477936,-11.12073135,35.91429138,-13.80239105,18.03952217,-7.964491367,8.875427246,-5.393680096,-3.061144114,-2.413746357,-3.225445271,1.553208709,-5.098968983,0.10157758,-2.906322956,-0.496957242,-2.197296858,3.111020803,-1.607248902,piano
[pia][jaz_blu]1475__2.wav,0.259473622,0.034682196,963.6115754,1550.256711,1386.084744,0.02525763,-414.4072266,200.6680145,19.04901695,-1.27055645,3.189517975,0.770324826,-6.608519077,-18.90109062,-9.374117851,-8.039225578,-6.212256908,-0.646367729,-3.275244713,5.472042084,5.300065041,2.661290646,8.139224052,0.078225277,2.380766392,7.359597206,piano
056__[pia][nod][cla]1385__3.wav,0.357916445,0.010975156,631.5335233,1264.756239,894.4177576,0.01702763,-552.722229,229.2232208,58.71833038,-10.44024086,1.676501513,15.0958252,8.52636528,-1.930978179,-5.438308716,-7.711321831,-11.56899261,-13.66160774,-11.99192333,-7.344641209,-4.044451237,-2.752619028,-1.547110081,-1.166216731,-2.223515749,-3.983412027,piano
196__[pia][nod][pop_roc]1439__3.wav,0.323421985,0.037667114,567.1599267,799.3232032,886.9351774,0.019376659,-450.536499,244.5550079,59.39126968,-12.49689102,5.70194912,10.88564396,-2.946579695,-4.434232712,-2.202400208,-7.038846493,-7.387686253,-1.937703013,-3.237401247,-8.442588806,-5.566828251,1.943572521,4.474032879,2.826200724,2.752404451,5.514936924,piano
131__[pia][nod][cla]1402__3.wav,0.307415009,0.026934685,1166.423563,1378.101157,1801.306482,0.039424469,-386.8939514,231.6059418,-27.5294323,-6.143684387,-4.770859241,-10.49188995,-6.136367798,-1.408794641,-4.012908459,-0.912556052,1.331384182,-3.581472635,-3.630387783,-2.687541723,5.297781467,5.324498177,1.433342338,2.784662247,1.998535156,-1.559746981,piano
[pia][jaz_blu]1520__3.wav,0.416489691,0.062160041,1496.658565,2284.264486,3021.050201,0.024412177,-295.9621277,176.9992981,-21.90308189,39.52706528,6.091309547,10.66370773,15.57197571,-0.131607413,5.655383587,1.341792464,-0.571453393,2.473009825,2.458563089,2.674764395,2.771107912,1.708503246,-1.64902699,2.08241415,3.841531038,0.784184635,piano
[pia][jaz_blu]1508__2.wav,0.463414639,0.132378921,2650.076952,3518.822812,6869.341216,0.039727995,-221.0238647,123.3313065,6.008405685,69.95407867,-27.0039959,59.17729187,15.16080666,5.920514584,-2.747056723,-1.756691813,-4.888980865,4.068836212,-2.004342318,-6.806609631,7.484585285,-2.085948467,4.225076199,-4.018512249,-0.678271174,-0.804053128,piano
[pia][jaz_blu]1359__2.wav,0.476956904,0.032654714,1196.051704,1550.157361,2227.314717,0.030392209,-354.6763611,215.7426147,-21.95908928,13.39886379,14.44470406,-11.84912872,-3.828070164,-5.969430923,3.589457035,1.271214008,4.034841061,7.009184837,-3.628113508,4.826296329,-0.253527611,-4.887989521,4.120315075,-7.715304375,-6.718421459,-0.112331554,piano
137__[pia][nod][cla]1381__2.wav,0.406316131,0.056230724,853.6111568,1016.05289,1500.922456,0.026110793,-337.0060425,252.3482666,-4.228339195,-12.82724476,17.3896656,0.937320411,-6.533207893,-0.24348034,-3.978363276,-8.055211067,-6.273385525,-4.269210815,-5.626544476,-3.096240044,1.010238886,-1.651581645,-4.823030949,-3.326779842,-1.698468685,-1.168053865,piano
161__[pia][nod][pop_roc]1441__1.wav,0.232354417,0.043766629,1268.740042,1474.103844,2094.623628,0.037897412,-359.2150574,201.8414001,-25.99006081,-22.97459793,14.65060425,-3.345335245,-12.05848503,-9.318508148,-9.932032585,-13.59367275,-12.21198177,-6.477290154,-5.845607758,-6.665326595,-4.078224182,-1.13758862,2.112457275,2.911803484,-0.745996833,-3.202475786,piano
[pia][jaz_blu]1494__1.wav,0.296022445,0.037490964,1009.165152,1532.840155,1681.585198,0.024372587,-372.5059509,219.7964783,-7.361784458,22.81294823,3.48664093,1.45822227,5.818738461,-15.27810574,7.024609089,-0.988321185,-1.376298189,8.519245148,-7.461398602,5.470719337,0.922579288,-7.730441093,4.727865219,-9.500995636,-6.37963295,-0.147628024,piano
[pia][jaz_blu]1516__2.wav,0.318629086,0.091260649,895.6614419,1854.37019,1174.016839,0.018283211,-314.0558472,202.9307861,23.74691963,16.70754242,10.57788754,9.342729568,4.353723526,6.409568787,-6.850827217,3.174120188,-3.200278759,0.805253685,-0.046502307,0.158312291,1.854208589,3.473237038,2.990011454,-1.38335216,0.861041665,-0.681221068,piano
[pia][jaz_blu]1467__2.wav,0.310302496,0.023927994,1365.929972,2086.066269,2468.752639,0.031890987,-402.7486572,167.3328857,1.510874152,4.935463428,27.91303635,10.70115662,-1.950015068,-7.28940773,1.152590394,3.051350117,-2.005442381,3.003692627,-3.903404474,3.899223804,-2.451860428,-0.216000408,2.423302174,-0.036244985,0.398172259,3.25827527,piano
[pia][jaz_blu]1336__2.wav,0.327457726,0.100909993,1241.837849,2074.30121,2111.750422,0.020251418,-269.6905518,188.2067108,-4.112869263,1.118240237,12.56385708,1.262191772,-8.441068649,-3.48730588,-7.300593853,-13.7949419,-8.857540131,-8.839517593,-10.89259338,-5.405653477,-7.734798431,-8.615038872,-7.014435291,-11.10497379,-11.87713814,-10.5814209,piano
[pia][jaz_blu]1532__3.wav,0.314800322,0.050901692,1203.590026,1826.930563,2025.118771,0.029268596,-347.3942261,200.3262177,-6.774871826,9.858400345,8.231613159,4.717039108,2.686224937,3.328743935,2.56600976,7.053929806,4.214291573,5.465497494,-4.542988777,-7.365104198,-5.902719975,-0.989049852,4.407285213,5.66754961,4.453739643,1.950563669,piano
[pia][jaz_blu]1363__3.wav,0.341953188,0.067495011,1395.408109,2056.058003,2459.856683,0.035437153,-279.4833984,198.127594,-18.32020378,30.99139023,0.581148267,11.23445225,-7.45778513,4.00241518,-8.319812775,-4.403163433,0.121535137,2.473375082,0.284436315,-0.855322361,6.467206001,5.929591656,1.75533855,-1.770914197,2.375435114,-2.814476728,piano
[pia][cla]1562__1.wav,0.274299115,0.027680529,823.6705876,985.0794611,1305.211413,0.024847671,-439.3058167,232.57547,7.204437256,-15.70533276,8.367264748,-7.006662369,-13.30661297,-12.40343761,-12.27443123,-8.201441765,-7.862482071,-11.17510223,-9.659164429,-9.429166794,-11.07852268,-10.80339146,-11.55407715,-6.070534229,1.380766749,2.242489815,piano
125__[pia][nod][cla]1378__2.wav,0.317809284,0.05940897,952.4688734,1054.954735,1617.068729,0.033994932,-336.8816223,254.3389282,-21.40479469,-7.029290199,12.48557472,-1.637084246,1.745399833,-5.721159458,-6.477447987,-7.291538239,-9.478344917,-4.914710045,-4.503976345,-7.574676037,-3.938844442,-4.609442711,-8.000121117,-3.789369822,-3.948163748,-3.675683737,piano
[pia][jaz_blu]1479__2.wav,0.325052738,0.036492798,1004.641088,1577.198229,1739.117927,0.026798911,-406.6525879,203.2180939,-0.146398365,2.026474237,21.89688492,11.68638802,2.766077518,1.013326645,11.49541092,3.316982269,-0.115034744,0.207577616,-3.748887777,9.714290619,7.216205597,1.96132946,10.50059128,5.127251148,5.561060905,4.359993458,piano
[pia][cla]1350__1.wav,0.496234566,0.025231151,501.4880962,1324.1415,591.6226774,0.012354081,-519.2759399,218.0878906,102.0764999,22.84617805,-0.605525792,3.355365753,4.92091465,2.358149052,-1.283043146,-3.318564653,-4.031268597,-4.604585648,-4.046300411,-4.569365978,-4.708003521,-3.94345665,-3.046268225,-2.838982821,-3.757069826,-3.376285315,piano
[pia][jaz_blu]1328__2.wav,0.287436515,0.040071644,2223.532772,3893.438315,4460.11666,0.029555155,-356.354248,136.8124237,44.42231369,34.00105667,-16.84849548,4.691822052,-5.122229099,-9.755399704,-13.40661907,0.667191207,-12.94456196,-6.036685944,-20.33641624,-12.52073956,-8.632214546,1.981925607,-3.692876577,-7.344622135,-18.70840836,-5.201924801,piano
[pia][jaz_blu]1300__3.wav,0.464738607,0.094990842,3448.589686,4311.239225,8288.537268,0.058497602,-164.1770935,130.2078552,2.163164616,45.54536057,-12.88474274,26.00875282,-23.02571678,11.74960804,-16.29751587,7.293217659,-14.2073164,7.422753334,-11.0909996,6.075512409,-3.986963034,5.203693867,-6.160111904,1.479618073,-6.259373188,-1.521621704,piano
220__[pia][nod][cla]1416__3.wav,0.316147506,0.011677288,888.7703549,2177.104117,930.7498416,0.018024931,-526.9846191,218.0388031,46.20514679,8.740032196,7.470823765,13.23464108,2.289689302,-9.900120735,-10.93333721,-3.194900036,-0.178301811,0.02847405,-1.493423939,0.514912963,-5.38123703,-5.973544121,-5.855118275,-1.200406432,-2.791337013,-1.629940271,piano
[pia][jaz_blu]1486__1.wav,0.277547777,0.037155107,1064.306076,1535.527242,1794.156461,0.032462219,-380.9841309,206.6972961,3.151827574,-5.711405277,16.05628204,2.835291147,-6.460686207,-6.694346428,2.919487715,5.192723274,6.601426601,2.482542515,-5.154001713,3.87446785,3.605087042,-0.158231646,4.558908939,-3.647886515,-4.077174664,-0.757300556,piano
[pia][jaz_blu]1504__2.wav,0.440852493,0.057961658,1922.951398,2992.674392,4291.592325,0.025824234,-314.3617859,146.7634735,-6.0457201,47.37820435,-13.64744377,24.14221382,1.611397386,18.24864578,12.31352901,7.647103786,4.374004364,4.506289959,5.621651173,5.539967537,4.988677502,2.189383984,1.740546584,2.575508356,6.176383018,9.670736313,piano
[pia][jaz_blu]1504__3.wav,0.323490202,0.066328987,2001.393095,3052.856585,4458.370724,0.026474647,-292.7997437,142.6514893,-9.650790215,45.52098846,-14.67047501,21.24939728,-4.709859848,13.59132767,8.10337925,7.926485538,5.484071255,9.641117096,9.5046978,7.696665287,7.19263649,5.060537815,2.609736443,0.051962599,-1.141300559,-1.153849483,piano
